Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP004044,Male,No,0,Not Graduate,Yes,9564,5213,115.0,360,0.0,Semiurban,Y
LP004045,Male,Yes,2,Not Graduate,Yes,4677,3534,70.0,360,0.0,Semiurban,Y
LP004046,Male,Yes,2,Not Graduate,Yes,12463,658,356.0,360,1.0,Semiurban,Y
LP004047,Male,Yes,1,Not Graduate,Yes,6851,7218,330.0,360,1.0,Semiurban,Y
LP004048,Male,Yes,0,Graduate,Yes,6600,9358,399.0,180,0.0,Urban,Y
LP004049,Male,Yes,1,Not Graduate,Yes,5296,4991,81.0,360,0.0,Urban,Y
LP004050,Male,No,0,Not Graduate,Yes,4384,8208,362.0,360,0.0,Rural,Y
LP004051,Male,Yes,1,Graduate,No,11423,1903,172.0,360,,Rural,Y
LP004052,Male,No,3+,Graduate,Yes,2772,1612,243.0,360,0.0,Rural,N
LP004053,Male,Yes,2,Graduate,Yes,7907,5397,161.0,360,0.0,Urban,Y
LP004054,Male,Yes,0,Graduate,Yes,3252,8627,60.0,360,0.0,Semiurban,N
LP004055,Male,Yes,3+,Graduate,Yes,9170,3455,185.0,360,0.0,Semiurban,Y
LP004056,Male,Yes,1,Graduate,Yes,8930,2004,209.0,360,,Semiurban,Y
LP004057,Female,No,2,Graduate,Yes,11648,2733,316.0,360,0.0,Semiurban,Y
LP004058,Male,No,0,Not Graduate,Yes,13179,5251,64.0,360,0.0,Urban,Y
LP004059,Male,Yes,2,Graduate,Yes,14700,8454,227.0,360,0.0,Urban,Y
LP004060,Male,Yes,0,Not Graduate,Yes,3191,2441,115.0,360,0.0,Urban,Y
LP004061,Female,Yes,1,Graduate,Yes,13857,7950,294.0,240,0.0,Urban,N
LP004062,Male,No,0,Graduate,Yes,10949,6041,312.0,360,0.0,Urban,N
LP004063,Male,No,0,Graduate,Yes,10123,6351,254.0,360,0.0,Rural,Y
LP004064,Male,No,0,Graduate,Yes,6673,807,360.0,360,0.0,Urban,Y
LP004065,Male,Yes,0,Graduate,Yes,13957,2512,226.0,360,0.0,Semiurban,Y
LP004066,Male,Yes,0,Graduate,Yes,11775,357,45.0,360,1.0,Rural,Y
LP004067,Male,Yes,2,Graduate,Yes,5405,7311,369.0,360,0.0,Semiurban,Y
LP004068,Male,Yes,0,Graduate,Yes,7546,2401,379.0,120,,Urban,Y
LP004069,Female,Yes,2,Graduate,Yes,7580,1274,226.0,360,1.0,Urban,Y
LP004070,Male,Yes,0,Graduate,Yes,14046,988,160.0,360,0.0,Semiurban,Y
LP004071,Male,Yes,3+,Graduate,Yes,11990,17,366.0,360,1.0,Urban,Y
LP004072,Male,No,3+,Graduate,Yes,7656,1738,106.0,360,0.0,Rural,Y
LP004073,Male,No,0,Graduate,Yes,8314,2763,398.0,360,0.0,Semiurban,Y
LP004074,Male,Yes,2,Graduate,Yes,8184,6628,117.0,360,1.0,Semiurban,Y
LP004075,Male,Yes,0,Graduate,Yes,3604,5121,42.0,360,0.0,Semiurban,Y
LP004076,Male,Yes,3+,Graduate,Yes,6599,913,269.0,180,0.0,Rural,Y
LP004077,Female,No,1,Graduate,Yes,10876,8757,383.0,360,0.0,Semiurban,Y
LP004078,Female,No,0,Graduate,Yes,1936,7333,269.0,360,0.0,Semiurban,Y
LP004079,Male,No,0,Graduate,Yes,5825,2912,167.0,360,0.0,Rural,Y
LP004080,Male,No,0,Graduate,Yes,14618,9544,73.0,360,0.0,Rural,Y
LP004081,Female,Yes,0,Graduate,Yes,14628,1471,334.0,360,0.0,Urban,Y
LP004082,Male,Yes,2,Not Graduate,No,14407,3163,58.0,360,1.0,Urban,Y
LP004083,Female,Yes,1,Not Graduate,No,12091,5371,353.0,360,0.0,Urban,Y
LP004084,Male,Yes,0,Graduate,Yes,8508,8803,237.0,360,0.0,Urban,Y
LP004085,Male,No,0,Not Graduate,Yes,10313,9254,366.0,360,0.0,Rural,Y
LP004086,Male,Yes,0,Graduate,Yes,13405,8627,256.0,360,0.0,Urban,N
LP004087,Male,Yes,0,Graduate,Yes,10326,8839,344.0,360,0.0,Urban,Y
LP004088,Male,Yes,3+,Not Graduate,Yes,12704,4017,343.0,360,0.0,Urban,Y
LP004089,Male,No,0,Not Graduate,Yes,3493,2609,362.0,360,0.0,Rural,Y
LP004090,Male,Yes,1,Graduate,Yes,4175,82,296.0,360,1.0,Rural,Y
LP004091,Male,Yes,0,Graduate,No,7361,1789,244.0,120,0.0,Semiurban,Y
LP004092,Male,Yes,0,Graduate,Yes,3840,9242,163.0,360,0.0,Semiurban,Y
LP004093,Female,Yes,2,Graduate,Yes,11101,5708,307.0,360,0.0,Semiurban,Y
LP004094,Male,Yes,1,Graduate,No,5316,7973,230.0,360,1.0,Semiurban,Y
LP004095,Female,No,1,Graduate,Yes,10520,4116,173.0,360,,Urban,N
LP004096,Male,Yes,1,Not Graduate,Yes,3781,5526,278.0,360,0.0,Semiurban,N
LP004097,Male,No,1,Graduate,Yes,8963,2741,246.0,360,0.0,Semiurban,Y
LP004098,Female,Yes,0,Not Graduate,Yes,7322,797,101.0,360,1.0,Semiurban,N
LP004099,Male,Yes,1,Graduate,Yes,10228,2526,396.0,240,0.0,Semiurban,Y
LP004100,Male,No,2,Graduate,Yes,11094,4751,391.0,360,1.0,Rural,Y
LP004101,Male,Yes,0,Graduate,Yes,10496,7731,107.0,360,0.0,Semiurban,Y
LP004102,Male,Yes,1,Graduate,Yes,12973,762,328.0,240,,Semiurban,N
LP004103,Male,No,0,Graduate,Yes,8182,8809,23.0,360,0.0,Rural,Y
LP004104,Female,Yes,0,Graduate,Yes,10543,4806,192.0,360,0.0,Urban,Y
LP004105,Male,No,1,Graduate,No,11917,3863,51.0,360,0.0,Urban,N
LP004106,Male,Yes,3+,Graduate,Yes,9597,3686,253.0,360,0.0,Semiurban,Y
LP004107,Male,Yes,3+,Graduate,Yes,2055,767,245.0,360,0.0,Semiurban,Y
LP004108,Male,Yes,0,Graduate,Yes,12835,5601,358.0,360,1.0,Urban,N
LP004109,Male,No,1,Graduate,Yes,9567,3185,225.0,360,1.0,Semiurban,Y
LP004110,Male,Yes,1,Graduate,Yes,6841,9212,121.0,180,0.0,Rural,Y
LP004111,Male,No,0,Graduate,Yes,6543,7429,77.0,360,0.0,Semiurban,Y
LP004112,Male,No,2,Not Graduate,No,14015,1077,,360,,Semiurban,Y
LP004113,Male,Yes,2,Graduate,No,11556,9967,169.0,360,0.0,Urban,N
LP004114,Male,Yes,3+,Graduate,No,8900,1890,271.0,360,1.0,Rural,N
LP004115,Male,Yes,0,Graduate,Yes,7529,1626,,360,1.0,Semiurban,Y
LP004116,Male,Yes,0,Graduate,No,14041,6646,49.0,360,0.0,Semiurban,Y
LP004117,Female,Yes,3+,Graduate,Yes,8318,1571,31.0,360,0.0,Semiurban,Y
LP004118,Male,Yes,2,Graduate,No,3594,3675,33.0,240,0.0,Urban,Y
LP004119,Male,No,3+,Not Graduate,No,4978,9783,311.0,360,1.0,Urban,Y
LP004120,Male,No,0,Graduate,No,4430,5432,64.0,360,1.0,Urban,N
LP004121,Male,No,1,Graduate,Yes,12319,9384,219.0,180,0.0,Urban,N
LP004122,Male,No,1,Graduate,Yes,9945,4773,43.0,360,0.0,Semiurban,Y
LP004123,Male,Yes,0,Graduate,Yes,5020,5044,270.0,360,0.0,Semiurban,Y
LP004124,Male,No,1,Graduate,Yes,1558,9320,138.0,240,,Urban,Y
LP004125,Male,No,2,Not Graduate,Yes,5202,9307,97.0,360,0.0,Semiurban,Y
LP004126,Male,Yes,0,Not Graduate,Yes,11413,4808,,360,0.0,Urban,N
LP004127,Male,No,0,Not Graduate,Yes,4107,3752,222.0,360,1.0,Semiurban,Y
LP004128,Male,Yes,2,Graduate,Yes,6610,1328,256.0,360,1.0,Urban,Y
LP004129,Male,Yes,1,Not Graduate,Yes,9956,4123,313.0,360,0.0,Semiurban,N
LP004130,Female,No,3+,Graduate,No,3207,1311,367.0,360,0.0,Semiurban,Y
LP004131,Female,No,0,Not Graduate,Yes,12906,4450,106.0,360,0.0,Urban,Y
LP004132,Female,Yes,0,Not Graduate,Yes,3793,2725,229.0,360,0.0,Semiurban,Y
LP004133,Female,No,3+,Graduate,Yes,12979,7571,295.0,240,0.0,Semiurban,N
LP004134,Female,Yes,3+,Graduate,Yes,3984,2183,116.0,360,0.0,Semiurban,N
LP004135,Male,Yes,0,Graduate,Yes,4235,153,21.0,360,1.0,Urban,Y
LP004136,Male,No,2,Not Graduate,Yes,12215,5582,248.0,240,,Urban,Y
LP004137,Male,Yes,0,Graduate,No,4955,815,262.0,360,,Semiurban,Y
LP004138,Male,No,0,Not Graduate,Yes,2437,1119,277.0,360,0.0,Rural,Y
LP004139,Male,Yes,0,Graduate,Yes,2377,2155,61.0,360,0.0,Semiurban,Y
LP004140,Male,Yes,0,Graduate,Yes,12396,5165,232.0,120,0.0,Urban,Y
LP004141,Male,Yes,3+,Graduate,Yes,10238,1209,315.0,360,0.0,Semiurban,Y
LP004142,Male,Yes,2,Not Graduate,,3962,8645,22.0,240,0.0,Urban,Y
LP004143,Female,Yes,3+,Graduate,Yes,12895,6428,35.0,360,0.0,Rural,Y
LP004144,Male,No,2,Graduate,Yes,5993,1106,298.0,360,0.0,Rural,Y
LP004145,Male,Yes,1,Graduate,Yes,13270,4416,121.0,360,0.0,Semiurban,Y
LP004146,Male,No,2,Graduate,Yes,7635,5264,96.0,240,0.0,Rural,N
LP004147,Male,Yes,3+,Graduate,Yes,9481,1037,221.0,360,0.0,Urban,N
LP004148,Female,Yes,2,Graduate,No,13323,3333,,360,0.0,Urban,N
LP004149,Male,Yes,2,Not Graduate,Yes,3715,413,228.0,360,0.0,Urban,Y
LP004150,Male,Yes,3+,Not Graduate,No,13538,7904,348.0,360,0.0,Semiurban,Y
LP004151,Male,Yes,0,Graduate,Yes,7226,1939,,360,0.0,Semiurban,N
LP004152,Male,Yes,2,Not Graduate,Yes,7447,655,100.0,360,0.0,Urban,Y
LP004153,Male,Yes,3+,Not Graduate,Yes,9921,7457,263.0,360,0.0,Urban,Y
LP004154,Male,Yes,3+,Graduate,Yes,14490,2479,254.0,360,0.0,Rural,Y
LP004155,Male,Yes,0,Graduate,Yes,2927,5639,133.0,360,0.0,Urban,Y
LP004156,Male,Yes,1,Graduate,Yes,7787,9539,86.0,360,0.0,Urban,N
LP004157,Male,Yes,2,Graduate,Yes,3199,5921,316.0,360,,Urban,Y
LP004158,Female,No,0,Graduate,Yes,13661,9508,59.0,360,0.0,Urban,Y
LP004159,Male,Yes,2,Not Graduate,No,12757,6520,240.0,120,0.0,Urban,N
LP004160,Female,No,0,Not Graduate,No,3645,3606,122.0,360,0.0,Semiurban,Y
LP004161,Male,Yes,0,Graduate,Yes,9698,5203,314.0,360,0.0,Semiurban,Y
LP004162,Male,No,1,Graduate,Yes,8458,4058,72.0,360,0.0,Semiurban,Y
LP004163,Male,Yes,1,Graduate,Yes,5772,5004,,360,0.0,Semiurban,N
LP004164,Male,No,1,Not Graduate,Yes,10921,6468,71.0,360,0.0,Rural,Y
LP004165,Male,Yes,1,Graduate,Yes,14086,8015,56.0,180,1.0,Urban,Y
LP004166,Male,No,0,Graduate,Yes,3323,315,,360,1.0,Urban,Y
LP004167,Male,No,0,Graduate,No,5484,6063,181.0,360,0.0,Urban,N
LP004168,Female,No,0,Graduate,Yes,11968,8412,225.0,240,0.0,Semiurban,Y
LP004169,Male,Yes,0,Graduate,Yes,12635,6041,360.0,360,0.0,Urban,Y
LP004170,Male,Yes,1,Not Graduate,Yes,10322,2261,341.0,360,0.0,Semiurban,N
LP004171,Male,Yes,2,Graduate,Yes,9961,7639,71.0,360,0.0,Semiurban,N
LP004172,Male,Yes,0,Not Graduate,Yes,13868,844,228.0,360,0.0,Semiurban,Y
LP004173,Male,No,0,Graduate,Yes,5271,1514,21.0,360,0.0,Urban,N
LP004174,Male,Yes,2,Graduate,Yes,14607,1108,148.0,360,0.0,Semiurban,Y
LP004175,Male,Yes,0,Graduate,No,2000,5123,197.0,360,0.0,Rural,Y
LP004176,Male,Yes,3+,Not Graduate,Yes,7106,1730,183.0,360,0.0,Urban,Y
LP004177,Male,Yes,2,Not Graduate,Yes,9439,3185,372.0,360,0.0,Urban,Y
LP004178,Male,Yes,0,Graduate,No,7107,1238,41.0,360,0.0,Urban,Y
LP004179,Female,No,0,Not Graduate,Yes,14777,5455,388.0,360,0.0,Semiurban,Y
LP004180,Female,Yes,1,Graduate,Yes,4250,2924,246.0,360,0.0,Rural,Y
LP004181,Male,Yes,0,Graduate,Yes,2812,6796,101.0,360,0.0,Urban,N
LP004182,Male,Yes,0,Graduate,No,3653,9382,183.0,360,,Semiurban,Y
LP004183,Male,Yes,0,Not Graduate,Yes,6236,6039,396.0,360,0.0,Rural,Y
LP004184,Male,Yes,2,Graduate,Yes,2108,3566,22.0,360,0.0,Semiurban,Y
LP004185,Male,No,1,Graduate,Yes,12735,1456,191.0,180,0.0,Urban,Y
LP004186,Male,No,0,Graduate,Yes,6604,1109,137.0,360,0.0,Rural,N
LP004187,Male,No,2,Graduate,Yes,3163,1930,163.0,360,1.0,Urban,Y
LP004188,Male,No,1,Graduate,Yes,4794,7703,271.0,360,0.0,Urban,N
LP004189,Male,Yes,1,Graduate,No,7424,622,285.0,360,0.0,Rural,Y
LP004190,,No,0,Graduate,Yes,3497,2337,189.0,360,0.0,Urban,Y
LP004191,Male,No,1,Not Graduate,No,12121,1258,232.0,120,0.0,Rural,Y
LP004192,Male,No,3+,Graduate,Yes,7522,6300,300.0,360,0.0,Urban,Y
LP004193,Female,Yes,0,Graduate,Yes,13891,4501,246.0,360,0.0,Rural,N
LP004194,Female,No,0,Graduate,No,12403,7840,395.0,360,0.0,Semiurban,N
LP004195,Male,No,0,Graduate,Yes,4685,7289,281.0,360,0.0,Semiurban,N
LP004196,Male,No,0,Not Graduate,Yes,3031,2023,385.0,360,0.0,Semiurban,N
LP004197,Male,Yes,0,Graduate,Yes,14866,876,274.0,360,0.0,Urban,Y
LP004198,Female,No,3+,Not Graduate,Yes,5716,7190,27.0,360,0.0,Urban,N
LP004199,Female,No,3+,Not Graduate,Yes,8884,2526,60.0,360,0.0,Semiurban,Y
LP004200,Male,No,0,Not Graduate,Yes,5206,8536,385.0,360,0.0,Rural,Y
LP004201,Male,Yes,1,Graduate,Yes,12766,3672,276.0,360,0.0,Semiurban,Y
LP004202,Male,No,2,Graduate,Yes,8759,1913,150.0,360,1.0,Rural,Y
LP004203,Male,Yes,1,Graduate,Yes,6002,2445,71.0,360,0.0,Rural,Y
LP004204,Male,Yes,1,Not Graduate,Yes,10367,8976,121.0,360,0.0,Semiurban,Y
LP004205,Female,Yes,0,Graduate,Yes,11346,1487,238.0,360,1.0,Rural,Y
LP004206,Male,No,1,Graduate,Yes,14219,4891,263.0,360,0.0,Urban,Y
LP004207,Female,Yes,1,Graduate,Yes,6504,5234,352.0,360,0.0,Semiurban,Y
LP004208,Female,Yes,2,Graduate,No,13848,449,322.0,360,0.0,Semiurban,N
LP004209,Male,No,2,Not Graduate,Yes,5044,1427,389.0,360,0.0,Urban,Y
LP004210,Male,No,0,Graduate,Yes,5318,2595,358.0,360,0.0,Rural,Y
LP004211,Male,Yes,0,Graduate,Yes,9587,2276,294.0,360,0.0,Urban,Y
LP004212,Male,No,3+,Graduate,Yes,8582,5765,89.0,360,1.0,Semiurban,N
LP004213,Male,No,1,Graduate,Yes,4943,8435,66.0,360,0.0,Urban,Y
LP004214,Male,Yes,3+,Not Graduate,Yes,7209,2112,136.0,360,0.0,Semiurban,Y
LP004215,Male,Yes,0,Not Graduate,Yes,2547,9137,97.0,360,0.0,Semiurban,N
LP004216,Male,Yes,1,Graduate,Yes,12145,1026,24.0,180,0.0,Semiurban,Y
LP004217,Male,Yes,1,Graduate,Yes,11023,9715,273.0,360,0.0,Semiurban,Y
LP004218,Male,Yes,3+,Graduate,Yes,13774,3692,339.0,360,0.0,Semiurban,Y
LP004219,Male,No,0,Not Graduate,Yes,4160,3049,126.0,360,0.0,Semiurban,Y
LP004220,Male,No,0,Not Graduate,Yes,9430,6146,263.0,360,,Urban,N
LP004221,Male,Yes,1,Not Graduate,No,11954,7584,192.0,360,0.0,Semiurban,N
LP004222,Male,Yes,3+,Graduate,,14049,7098,55.0,360,0.0,Rural,N
LP004223,Male,Yes,3+,Not Graduate,Yes,8558,5879,,360,0.0,Semiurban,Y
LP004224,Male,Yes,3+,Not Graduate,Yes,7766,8252,199.0,360,1.0,Semiurban,Y
LP004225,Male,Yes,3+,Graduate,Yes,10455,5053,286.0,360,0.0,Urban,Y
LP004226,Male,No,0,Graduate,Yes,12059,3606,274.0,360,0.0,Urban,N
LP004227,Female,No,0,Not Graduate,Yes,9577,6669,339.0,360,0.0,Rural,Y
LP004228,Male,Yes,0,Graduate,Yes,4908,389,340.0,360,0.0,Rural,N
LP004229,Male,No,0,Graduate,Yes,7801,4616,92.0,240,0.0,Urban,Y
LP004230,Male,Yes,3+,Graduate,Yes,8994,9867,76.0,360,1.0,Semiurban,Y
LP004231,Male,No,3+,Graduate,No,3184,9969,85.0,360,0.0,Semiurban,Y
LP004232,Male,Yes,0,Graduate,Yes,14876,252,151.0,360,0.0,Semiurban,N
LP004233,Male,Yes,2,Graduate,Yes,14156,8052,279.0,360,0.0,Semiurban,Y
LP004234,Male,No,3+,Not Graduate,Yes,2369,3166,143.0,360,0.0,Semiurban,Y
LP004235,Male,Yes,1,Not Graduate,Yes,6623,9906,111.0,360,0.0,Rural,N
LP004236,Male,No,0,Not Graduate,Yes,12425,695,293.0,360,0.0,Rural,Y
LP004237,Male,Yes,1,Graduate,Yes,10605,5923,160.0,360,0.0,Rural,Y
LP004238,Male,Yes,0,Graduate,No,7375,4748,251.0,240,1.0,Semiurban,Y
LP004239,Female,Yes,1,Graduate,Yes,12823,7865,89.0,180,1.0,Urban,N
LP004240,Male,Yes,1,Graduate,Yes,8712,1505,194.0,180,1.0,Semiurban,N
LP004241,Male,No,0,Graduate,Yes,8227,2743,378.0,360,0.0,Semiurban,Y
LP004242,Male,Yes,3+,Not Graduate,Yes,11322,4654,105.0,240,0.0,Rural,Y
LP004243,Male,No,1,Graduate,No,2042,7889,272.0,360,0.0,Rural,Y
LP004244,Male,No,1,Graduate,Yes,3703,1298,49.0,180,0.0,Semiurban,Y
LP004245,Male,No,3+,Graduate,No,4435,4690,174.0,240,0.0,Urban,Y
LP004246,Male,Yes,0,Graduate,Yes,2251,3868,219.0,240,1.0,Urban,Y
LP004247,Male,No,0,Not Graduate,Yes,3611,7600,382.0,360,0.0,Semiurban,N
LP004248,Male,Yes,3+,Not Graduate,No,10112,7200,175.0,360,0.0,Urban,N
LP004249,Male,Yes,0,Graduate,Yes,12062,215,264.0,360,0.0,Rural,N
LP004250,Female,Yes,2,Graduate,Yes,8776,6244,39.0,360,0.0,Semiurban,Y
LP004251,Male,Yes,0,Graduate,Yes,11178,179,222.0,360,0.0,Rural,N
LP004252,Male,Yes,0,Not Graduate,Yes,7199,2686,353.0,360,0.0,Urban,Y
LP004253,Male,Yes,1,Graduate,Yes,2046,7655,171.0,360,0.0,Urban,Y
LP004254,Male,Yes,0,Graduate,Yes,6461,5579,96.0,360,,Semiurban,Y
LP004255,Male,Yes,2,Graduate,Yes,4057,376,347.0,360,1.0,Rural,N
LP004256,Male,No,2,Graduate,Yes,3071,6960,191.0,360,1.0,Urban,Y
LP004257,Male,Yes,3+,Graduate,No,8084,8045,348.0,360,0.0,Rural,N
LP004258,Male,Yes,2,Graduate,Yes,10145,1827,269.0,240,0.0,Semiurban,Y
LP004259,Male,Yes,0,Graduate,Yes,4191,7772,205.0,360,1.0,Rural,Y
LP004260,Male,No,3+,Graduate,Yes,8460,5852,381.0,360,1.0,Urban,Y
LP004261,Female,Yes,2,Not Graduate,Yes,11449,7577,147.0,360,0.0,Semiurban,Y
LP004262,Male,Yes,2,Graduate,Yes,6274,2327,382.0,360,0.0,Urban,N
LP004263,Male,Yes,3+,Graduate,,14061,9694,30.0,360,0.0,Urban,Y
LP004264,Male,No,1,Not Graduate,Yes,1559,8944,355.0,360,,Semiurban,Y
LP004265,Male,Yes,1,Not Graduate,Yes,14129,7584,261.0,360,0.0,Urban,Y
LP004266,Male,No,2,Graduate,Yes,11109,8441,200.0,360,0.0,Semiurban,Y
LP004267,Male,Yes,0,Graduate,Yes,11852,7272,284.0,120,1.0,Semiurban,Y
LP004268,Male,Yes,0,Graduate,Yes,7711,2820,214.0,360,0.0,Urban,Y
LP004269,Male,Yes,2,Not Graduate,Yes,2838,4736,265.0,360,0.0,Rural,N
LP004270,Male,Yes,0,Not Graduate,Yes,10158,6470,119.0,360,1.0,Rural,N
LP004271,Male,Yes,0,Graduate,Yes,8501,9081,71.0,360,0.0,Rural,Y
LP004272,Male,Yes,0,Graduate,Yes,12002,5601,390.0,180,0.0,Semiurban,Y
LP004273,Male,Yes,2,Graduate,Yes,9448,4866,94.0,240,0.0,Semiurban,Y
LP004274,Male,No,0,Graduate,No,3971,6520,152.0,360,0.0,Urban,N
LP004275,Male,Yes,2,Graduate,Yes,10411,2743,275.0,360,0.0,Urban,Y
LP004276,Female,No,0,Graduate,Yes,10927,4576,228.0,360,0.0,Semiurban,Y
LP004277,Female,Yes,1,Graduate,Yes,10254,7183,162.0,360,0.0,Semiurban,Y
LP004278,Female,Yes,1,Graduate,Yes,10674,9948,87.0,360,0.0,Semiurban,N
LP004279,Male,Yes,2,Graduate,Yes,12658,9968,73.0,360,0.0,Semiurban,Y
LP004280,Male,Yes,0,Graduate,No,12027,6400,286.0,360,0.0,Urban,N
LP004281,Male,Yes,3+,Graduate,Yes,6020,7755,261.0,360,0.0,Semiurban,Y
LP004282,Male,Yes,3+,Graduate,Yes,14341,3096,66.0,360,0.0,Urban,N
LP004283,Male,No,3+,Not Graduate,Yes,14546,8021,134.0,360,0.0,Semiurban,N
LP004284,Female,No,3+,Graduate,Yes,9601,8190,215.0,360,0.0,Urban,N
LP004285,Female,Yes,1,Not Graduate,Yes,3230,1085,313.0,360,0.0,Urban,Y
LP004286,Male,No,1,Graduate,Yes,5839,3729,149.0,360,0.0,Rural,Y
LP004287,Male,No,2,Not Graduate,No,9379,4328,64.0,360,0.0,Urban,N
LP004288,Male,Yes,2,Not Graduate,Yes,9537,1487,174.0,360,0.0,Semiurban,N
LP004289,Female,No,3+,Graduate,Yes,9300,8540,,360,,Rural,Y
LP004290,Female,Yes,2,Graduate,No,4547,7453,101.0,180,1.0,Urban,Y
LP004291,Male,Yes,3+,Graduate,Yes,11049,8605,286.0,360,0.0,Semiurban,Y
LP004292,Male,Yes,0,Not Graduate,Yes,12067,7337,176.0,360,0.0,Urban,Y
LP004293,Female,Yes,3+,Graduate,Yes,12454,7102,44.0,360,0.0,Urban,Y
LP004294,Male,Yes,2,Graduate,No,6725,1009,353.0,360,0.0,Semiurban,Y
LP004295,Male,Yes,2,Graduate,Yes,3285,4382,201.0,360,0.0,Semiurban,Y
LP004296,,No,0,Not Graduate,Yes,3462,6705,193.0,360,0.0,Urban,Y
LP004297,Male,No,2,Graduate,Yes,8746,8973,316.0,360,0.0,Semiurban,N
LP004298,Male,No,3+,Graduate,Yes,10880,3079,60.0,360,0.0,Urban,Y
LP004299,Male,No,0,Graduate,Yes,7465,4452,376.0,360,0.0,Rural,Y
LP004300,Male,No,2,Graduate,No,4178,2186,307.0,360,0.0,Semiurban,N
LP004301,Female,Yes,0,Graduate,Yes,7605,5630,68.0,360,,Urban,Y
LP004302,Male,Yes,3+,Graduate,Yes,14868,9398,281.0,360,0.0,Rural,Y
LP004303,Female,Yes,1,Not Graduate,Yes,14747,4518,263.0,360,0.0,Urban,Y
LP004304,Male,No,0,Not Graduate,No,12699,304,76.0,360,0.0,Urban,Y
LP004305,Male,Yes,0,Not Graduate,Yes,6807,5138,25.0,360,1.0,Urban,N
LP004306,Male,No,2,Graduate,No,4623,3454,66.0,360,0.0,Semiurban,Y
LP004307,Male,Yes,0,Not Graduate,No,4643,6082,82.0,360,0.0,Urban,Y
LP004308,Male,Yes,2,Graduate,No,4300,5349,86.0,360,0.0,Urban,Y
LP004309,Male,No,3+,Graduate,No,1823,850,202.0,360,0.0,Semiurban,Y
LP004310,Male,Yes,3+,Not Graduate,No,13375,5727,181.0,360,,Rural,Y
LP004311,Male,Yes,0,Not Graduate,,3702,8686,316.0,360,0.0,Semiurban,Y
LP004312,Male,Yes,3+,Graduate,Yes,7702,3555,124.0,360,0.0,Semiurban,N
LP004313,Male,Yes,2,Not Graduate,Yes,8942,2674,282.0,360,0.0,Rural,Y
LP004314,Male,No,0,Not Graduate,Yes,3294,3430,76.0,360,0.0,Urban,Y
LP004315,Male,Yes,0,Graduate,Yes,11940,7540,35.0,360,0.0,Urban,Y
LP004316,,Yes,0,Graduate,Yes,3842,3149,78.0,360,0.0,Rural,Y
LP004317,Male,Yes,3+,Not Graduate,Yes,13085,3347,185.0,360,0.0,Semiurban,Y
LP004318,Male,No,0,Graduate,No,13092,3949,269.0,360,0.0,Urban,N
LP004319,Male,Yes,0,Graduate,Yes,11667,504,53.0,360,,Semiurban,Y
LP004320,Female,Yes,2,Not Graduate,Yes,4545,7765,65.0,360,0.0,Rural,Y
LP004321,Male,No,1,Graduate,Yes,2807,2654,318.0,360,0.0,Urban,Y
LP004322,Male,Yes,2,Graduate,,2955,3406,66.0,360,0.0,Urban,N
LP004323,Male,No,2,Graduate,Yes,10654,3517,271.0,240,1.0,Urban,N
LP004324,Male,Yes,0,Graduate,No,11409,5412,185.0,360,0.0,Semiurban,N
LP004325,Male,Yes,3+,Not Graduate,Yes,12121,5257,387.0,360,1.0,Semiurban,Y
LP004326,Male,Yes,0,Graduate,Yes,6891,1579,398.0,360,0.0,Urban,Y
LP004327,Male,No,1,Graduate,Yes,4039,9953,336.0,360,0.0,Semiurban,N
LP004328,Female,No,2,Not Graduate,Yes,5118,313,151.0,360,0.0,Semiurban,Y
LP004329,,Yes,0,Not Graduate,Yes,3878,4315,89.0,360,0.0,Urban,N
LP004330,Male,Yes,3+,Graduate,Yes,10566,2687,79.0,180,0.0,Semiurban,N
LP004331,Male,No,1,Not Graduate,No,13362,7310,224.0,360,0.0,Semiurban,Y
LP004332,Male,No,0,Graduate,Yes,3705,5523,257.0,360,1.0,Semiurban,Y
LP004333,Male,No,3+,Graduate,Yes,14219,9910,363.0,360,0.0,Rural,Y
LP004334,Male,Yes,1,Graduate,No,2639,4499,367.0,180,0.0,Urban,Y
LP004335,Male,No,2,Graduate,No,5091,4574,352.0,360,0.0,Urban,N
LP004336,Female,Yes,1,Graduate,Yes,6214,6865,125.0,360,0.0,Semiurban,Y
LP004337,Male,Yes,3+,Graduate,,6214,7727,203.0,180,1.0,Semiurban,Y
LP004338,Female,Yes,0,Graduate,Yes,12365,9015,357.0,360,0.0,Rural,N
LP004339,Male,No,0,Graduate,Yes,14222,4315,26.0,360,0.0,Urban,Y
LP004340,Male,Yes,1,Graduate,Yes,11237,2414,50.0,360,1.0,Urban,Y
LP004341,Male,Yes,0,Graduate,Yes,12535,5315,235.0,360,0.0,Semiurban,Y
LP004342,Female,No,2,Graduate,Yes,14719,4779,360.0,360,0.0,Rural,N
LP004343,Male,Yes,0,Graduate,Yes,6167,3820,323.0,360,1.0,Semiurban,Y
LP004344,Male,No,0,Graduate,Yes,9957,5806,317.0,360,1.0,Semiurban,Y
LP004345,Male,No,0,Graduate,No,9793,1969,365.0,360,1.0,Urban,N
LP004346,Male,Yes,2,Graduate,Yes,9354,1759,305.0,360,0.0,Semiurban,Y
